,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
663,10368492,10368492,utility,14877127,0,CNH Industrial America LLC,2,United States company or corporation,US,PA,New Holland,19,0,2019,2015
667,9914134,9914134,utility,14811240,0,Trane International Inc.,2,United States company or corporation,US,NJ,Piscataway,5,1,2018,2015
669,9762736,9762736,utility,15150904,0,"AT&T Intellectual Property I, L.P.",2,United States company or corporation,US,GA,Atlanta,1,5,2017,2016
671,8891894,8891894,utility,13250893,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,22,0,2014,2011
674,9051900,9051900,utility,13143561,0,"AVL Powertrain Engineering, Inc.",2,United States company or corporation,US,MI,Plymouth,42,5,2015,2010
675,8798656,8798656,utility,13448174,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,30,0,2014,2012
678,8881591,8881591,utility,13563038,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,18,0,2014,2012
679,9070210,9070210,utility,13755620,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,4,4,2015,2013
686,10424606,10424606,utility,15972628,0,Corning Incorporated,2,United States company or corporation,US,NY,Corning,0,0,2019,2018
689,9357003,9357003,utility,14513170,0,"Chelsio Communications, Inc.",2,United States company or corporation,US,CA,Sunnyvale,7,1,2016,2014
690,10096455,10096455,utility,14486223,0,"APPLIED MATERIALS, INC.",2,United States company or corporation,US,CA,Santa Clara,4,0,2018,2014
693,9059868,9059868,utility,13536016,0,"Dell Products, LP",2,United States company or corporation,US,TX,Round Rock,7,0,2015,2012
695,9276915,9276915,utility,14693262,0,"UThisMe, LLC",2,United States company or corporation,US,NY,Hudson,7,0,2016,2015
696,10279280,10279280,utility,15513572,0,SHELL OIL COMPANY,2,United States company or corporation,US,TX,Houston,1,0,2019,2015
697,9950330,9950330,utility,14611803,0,"GOJO Industries, Inc.",2,United States company or corporation,US,OH,Akron,12,1,2018,2015
700,9032691,9032691,utility,13596392,0,"GDC Enterprises, Inc.",2,United States company or corporation,US,GA,Gainesville,16,0,2015,2012
703,8802404,8802404,utility,13081187,0,University of New Hampshire,2,United States company or corporation,US,NH,Durham,18,0,2014,2011
705,9037876,9037876,utility,13260175,0,"Hewlett-Packard Development Company, L.P.",2,United States company or corporation,US,TX,Houston,2,0,2015,2010
713,9782212,9782212,utility,14557612,0,COVIDIEN LP,2,United States company or corporation,US,MA,Mansfield,6,2,2017,2014
714,8163491,8163491,utility,12707243,0,Epicentre Technologies Corporation,2,United States company or corporation,US,WI,Madison,4,2,2012,2010
720,8685940,8685940,utility,13295020,0,"CoDa Therapeutics, Inc.",2,United States company or corporation,US,CA,San Diego,5,0,2014,2011
722,9507616,9507616,utility,14749606,0,IXIA,2,United States company or corporation,US,CA,Calabasas,7,3,2016,2015
726,8435922,8435922,utility,13335636,0,Board of Regents of the Nevada System of Higher Education,2,United States company or corporation,US,NV,Reno,10,0,2013,2011
730,9723057,9723057,utility,14694787,0,ORACLE INTERNATIONAL CORPORATION,2,United States company or corporation,US,CA,Redwood Shores,9,4,2017,2015
732,8874396,8874396,utility,14134406,0,Cypress Semiconductor Corporation,2,United States company or corporation,US,CA,San Jose,9,11,2014,2013
733,8097599,8097599,utility,12794184,0,Merial Limited,2,United States company or corporation,US,GA,Duluth,4,0,2012,2010
734,9248983,9248983,utility,13632307,0,ILLINOIS TOOL WORKS INC.,2,United States company or corporation,US,IL,Glenview,2,1,2016,2012
735,9595247,9595247,utility,14977142,0,"Pangolin Laser Systems, Inc.",2,United States company or corporation,US,FL,Orlando,25,0,2017,2015
738,9955653,9955653,utility,15447552,0,"PIONEER HI-BRED INTERNATIONAL, INC.",2,United States company or corporation,US,IA,Johnston,1,3,2018,2017
743,10136266,10136266,utility,14917798,0,"InterDigital Patent Holdings, Inc.",2,United States company or corporation,US,DE,Wilmington,0,1,2018,2014
749,9930391,9930391,utility,14484009,0,"Harmonic, Inc.",2,United States company or corporation,US,CA,San Jose,0,0,2018,2014
750,10296055,10296055,utility,15542856,0,"Hewlett-Packard Development Company, L.P.",2,United States company or corporation,US,TX,Spring,6,0,2019,2015
753,9526886,9526886,utility,14133121,0,"Surgiquest, Inc.",2,United States company or corporation,US,CT,Milford,5,1,2016,2013
754,8526488,8526488,utility,13024117,0,"Vanguard Software Solutions, Inc.",2,United States company or corporation,US,CA,Los Altos,29,4,2013,2011
755,10349988,10349988,utility,15130147,0,"Stryker European Holdings I, LLC",2,United States company or corporation,US,MI,Kalamazoo,71,0,2019,2016
760,8667054,8667054,utility,12834810,0,"Opus Medicus, Inc.",2,United States company or corporation,US,CA,La Jolla,3,21,2014,2010
767,9874347,9874347,utility,14631598,0,"ZERE ENERGY AND BIOFUELS, INC.",2,United States company or corporation,US,CA,San Bruno,12,0,2018,2015
768,9179266,9179266,utility,13804944,0,mCube Inc.,2,United States company or corporation,US,CA,San Jose,0,3,2015,2013
769,8662352,8662352,utility,13662799,0,Nordson Corporation,2,United States company or corporation,US,OH,Westlake,18,6,2014,2012
770,10490636,10490636,utility,15831954,0,"Qromis, Inc.",2,United States company or corporation,US,CA,Santa Clara,2,0,2019,2017
771,8525997,8525997,utility,13435699,0,"Datacolor, Inc.",2,United States company or corporation,US,NJ,Lawrenceville,1,0,2013,2012
777,8788113,8788113,utility,13158620,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,71,7,2014,2011
779,9121684,9121684,utility,13742113,0,KLA-Tencor Corporation,2,United States company or corporation,US,CA,Milpitas,3,3,2015,2013
781,9747944,9747944,utility,14674190,0,BOSE CORPORATION,2,United States company or corporation,US,MA,Framingham,6,1,2017,2015
784,10104405,10104405,utility,14961239,0,"Harmonic, Inc.",2,United States company or corporation,US,CA,San Jose,1,1,2018,2015
787,8614363,8614363,utility,13588240,0,Occidental Chemical Corporation,2,United States company or corporation,US,TX,Dallas,6,26,2013,2012
788,8762755,8762755,utility,13921100,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,30,4,2014,2013
790,9341039,9341039,utility,14454012,0,Vetco GrayInc.,2,United States company or corporation,US,TX,Houston,12,1,2016,2014
794,9708520,9708520,utility,14241292,0,"CARGILL, INCORPORATED",2,United States company or corporation,US,MN,Wayzata,8,0,2017,2012
800,9448061,9448061,utility,13746942,0,Massachusetts Institute of Technology,2,United States company or corporation,US,MA,Cambridge,26,0,2016,2013
804,8385178,8385178,utility,12977412,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,2,0,2013,2010
816,9582346,9582346,utility,14017974,0,Oracle International Corporation,2,United States company or corporation,US,CA,Redwood City,0,0,2017,2013
829,10175549,10175549,utility,15243816,0,"View, Inc.",2,United States company or corporation,US,CA,Milpitas,65,2,2019,2016
836,10114369,10114369,utility,14747758,0,MICROSEMI SOC CORPORATION,2,United States company or corporation,US,CA,San Jose,12,1,2018,2015
837,8418563,8418563,utility,13590941,0,"Herzog Services, Inc.",2,United States company or corporation,US,MO,St. Joseph,32,10,2013,2012
838,8693807,8693807,utility,13403513,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,30,1,2014,2012
840,10029701,10029701,utility,15341225,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,73,1,2018,2016
841,10224702,10224702,utility,15827665,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,6,0,2019,2017
842,10154075,10154075,utility,15658057,0,"DIVX, LLC",2,United States company or corporation,US,CA,San Diego,17,2,2018,2017
843,8839042,8839042,utility,13601499,0,"CA, Inc.",2,United States company or corporation,US,NY,Islandia,4,3,2014,2012
847,9962400,9962400,utility,14298878,0,"Natrogen Therapeutics International, Inc.",2,United States company or corporation,US,NY,Valhalla,0,0,2018,2014
848,10518610,10518610,utility,15455392,0,Ford Global Technologies LLC,2,United States company or corporation,US,MI,Dearborn,10,0,2019,2017
850,10426952,10426952,utility,15495612,0,"BOSTON SCIENTIFIC SCIMED, INC.",2,United States company or corporation,US,MN,Maple Grove,205,0,2019,2017
854,9673963,9673963,utility,15097069,0,"Keyssa Systems, Inc.",2,United States company or corporation,US,CA,Campbell,2,1,2017,2016
856,10218790,10218790,utility,15947888,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,13,0,2019,2018
857,7886818,7886818,utility,12925319,0,Baker Hughes Incorporated,2,United States company or corporation,US,TX,Houston,1,5,2011,2010
858,9690825,9690825,utility,14335517,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,2,0,2017,2014
859,7992453,7992453,utility,13007555,0,Cameron International Corporation,2,United States company or corporation,US,TX,Houston,15,5,2011,2011
864,8983964,8983964,utility,13086011,0,"Geographic Solutions, Inc.",2,United States company or corporation,US,FL,Palm Harbor,2,0,2015,2011
865,10363462,10363462,utility,15412271,0,Acushnet Company,2,United States company or corporation,US,MA,Fairhaven,28,0,2019,2017
868,10140197,10140197,utility,14921683,0,OBERTHUR TECHNOLOGIES OF AMERICA CORP,2,United States company or corporation,US,DE,Wilmington,1,0,2018,2015
869,10398991,10398991,utility,15606846,0,Universal City Studios LLC,2,United States company or corporation,US,CA,Universal City,7,0,2019,2017
872,8272900,8272900,utility,12941157,0,Advanced Micro Devices Inc.,2,United States company or corporation,US,CA,Sunnyvale,22,1,2012,2010
874,10314948,10314948,utility,14695114,0,The Spectranetics Coporation,2,United States company or corporation,US,CO,"Colorado, Springs",88,0,2019,2015
877,9079515,9079515,utility,13389472,0,Johnson Controls Technology Company,2,United States company or corporation,US,MI,Holland,5,0,2015,2010
879,10314754,10314754,utility,14011321,0,"B & R HOLDINGS COMPANY, LLC",2,United States company or corporation,US,MI,Berkley,114,0,2019,2013
881,10460787,10460787,utility,15981564,0,Palo Alto Research Center Incorporated,2,United States company or corporation,US,CA,Palo Alto,8,0,2019,2018
882,10271964,10271964,utility,15880959,0,Allosource,2,United States company or corporation,US,CO,Centennial,2,0,2019,2018
885,9984207,9984207,utility,14269223,0,Western Alliance Bank,2,United States company or corporation,US,CA,San Jose,2,0,2018,2014
886,9506813,9506813,utility,14581313,0,MICROCHIP TECHNOLOGY INCORPORATED,2,United States company or corporation,US,AZ,Chandler,3,0,2016,2014
890,9317891,9317891,utility,13913206,0,"nComputing, Inc.",2,United States company or corporation,US,CA,Santa Clara,8,0,2016,2013
891,8727624,8727624,utility,13361403,0,Solar Turbines Inc.,2,United States company or corporation,US,CA,San Diego,10,0,2014,2012
894,9123233,9123233,utility,13639669,0,Clean Hands Safe Hands,2,United States company or corporation,US,GA,Atlanta,7,7,2015,2011
901,8966764,8966764,utility,13628078,0,Caterpillar Inc.,2,United States company or corporation,US,IL,Peoria,5,0,2015,2012
915,8887614,8887614,utility,13893487,0,The United States of America as represented by the Secretary of the Navy,6,U.S. Federal government,US,DC,Washington,17,2,2014,2013
918,9821224,9821224,utility,12975011,0,"MICROSOFT TECHNOLOGY LICENSING, LLC",2,United States company or corporation,US,WA,Redmond,178,2,2017,2010
919,10383068,10383068,utility,15657903,0,"Comcast Cable Communications, LLC",2,United States company or corporation,US,PA,Philadelphia,131,1,2019,2017
920,9180191,9180191,utility,13502239,0,UNIVERSITY OF SOUTH FLORIDA,2,United States company or corporation,US,FL,Tampa,10,1,2015,2010
922,8876566,8876566,utility,13678165,0,Brunswick Corporation,2,United States company or corporation,US,IL,Lake Forest,13,4,2014,2012
925,8385710,8385710,utility,12941489,0,Panduit Corp.,2,United States company or corporation,US,IL,Tinley Park,18,2,2013,2010
927,9733005,9733005,utility,14203251,0,JOHNSON CONTROLS TECHNOLOGY COMPANY,2,United States company or corporation,US,MI,Holland,7,0,2017,2014
932,10180791,10180791,utility,15682132,0,SEAGATE TECHNOLOGY LLC,2,United States company or corporation,US,CA,Cupertino,4,0,2019,2017
933,8347806,8347806,utility,12837560,0,"Griffin Clip, Inc.",2,United States company or corporation,US,FL,Hollywood,10,3,2013,2010
940,9280198,9280198,utility,14148530,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,4,1,2016,2014
943,8386576,8386576,utility,13226345,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,31,4,2013,2011
946,8942652,8942652,utility,13602856,0,"RF Micro Devices, Inc.",2,United States company or corporation,US,NC,Greensboro,134,45,2015,2012
951,8870749,8870749,utility,13600889,0,Stryker Corporation,2,United States company or corporation,US,MI,Kalamazoo,15,0,2014,2012
954,8454653,8454653,utility,12727475,0,Covidien LP,2,United States company or corporation,US,MA,Mansfield,69,6,2013,2010
956,10485582,10485582,utility,15622935,0,"Intuitive Surgical Operations, Inc.",2,United States company or corporation,US,CA,Sunnyvale,14,0,2019,2017
959,9721792,9721792,utility,14465330,0,"APPLIED MATERIALS, INC.",2,United States company or corporation,US,CA,Santa Clara,8,0,2017,2014
960,8634951,8634951,utility,13155994,0,Minute Key Inc.,2,United States company or corporation,US,CO,Boulder,96,25,2014,2011
975,10242157,10242157,utility,15200795,0,"Smile Brands, Inc.",2,United States company or corporation,US,CA,Irvine,4,0,2019,2016
977,8968363,8968363,utility,13049701,0,"Globus Medical, Inc.",2,United States company or corporation,US,PA,Audubon,19,2,2015,2011
980,10356085,10356085,utility,15140747,0,Graco Minnesota Inc.,2,United States company or corporation,US,MN,Minneapolis,8,0,2019,2016
982,10246903,10246903,utility,15991342,0,Schlage Lock Company LLC,2,United States company or corporation,US,IN,Carmel,8,0,2019,2018
984,10480842,10480842,utility,15643601,0,BSH Home Appliances Corporation,2,United States company or corporation,US,CA,Irvine,20,0,2019,2017
987,10481746,10481746,utility,16113794,0,"MICROSOFT TECHNOLOGY LICENSING, LLC",2,United States company or corporation,US,WA,Redmond,1,0,2019,2018
988,8881834,8881834,utility,13461073,0,Baker Hughes Incorporated,2,United States company or corporation,US,TX,Houston,4,0,2014,2012
990,10112860,10112860,utility,15643559,0,"PRAXAIR TECHNOLOGY, INC.",2,United States company or corporation,US,CT,Danbury,1,0,2018,2017
992,10157803,10157803,utility,15706647,0,DECA Technologies Inc.,2,United States company or corporation,US,AZ,Tempe,24,0,2018,2017
993,9306606,9306606,utility,14300972,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,11,0,2016,2014
1002,9182588,9182588,utility,13730096,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,NV,Reno,1,4,2015,2012
